#
# Model ZLK oscillations for Earth and a perturbing tertiary
# body with
#   M = 1 Msun
#   a = 200 au
#   e = 0.1
# Calculated for Figure 2.10 of Celestial and Stellar Dynamics
# by Prof. Todd Thompson, OSU Astronomy Department
#
# Column 1: Time [Myr]
# Column 2: Inclination [degrees]
# Column 3: Eccentricity
#
  time            inc         ecc 
  3.23133326  69.8974686  0.967593312
  3.23199773  69.8566132  0.967721701
  3.23233008  69.8362198  0.967785478
  3.23272872  69.8118057  0.967861593
  3.23310757  69.7886429  0.967933536
  3.23329711  69.7770767  0.967969358
  3.23354959  69.7616806  0.968016922
  3.233886  69.7411652  0.968080163
  3.23428988  69.7166061  0.968155622
  3.23477507  69.6872025  0.968245625
  3.23535681  69.6520081  0.968352795
  3.23564744  69.6344528  0.968406081
  3.23603559  69.611084  0.968476713
  3.23640394  69.5889435  0.96854341
  3.23675394  69.5679474  0.968606532
  3.23708653  69.5480347  0.968666136
  3.23740244  69.5291672  0.968722463
  3.23782372  69.5040588  0.968797207
