Name,H,a,e,i,Omega,peri,M,n,Epoch
(551867) 2013 NK49,13.66,5.2055921,0.0535106,25.48981,229.18066,126.51285,322.84753,0.08298486,2023.150684931507
(551898) 2013 PT39,14.42,5.1608262,0.0673306,1.87428,122.36575,186.80696,324.70344,0.08406694,2023.150684931507
(552046) 2013 RJ129,14.38,5.0989097,0.052772,1.66106,82.9904,278.64476,307.49591,0.08560282,2023.150684931507
(552117) 2013 TU41,13.7,5.2718953,0.0958513,11.641,203.21294,186.37727,278.07862,0.08142428,2023.150684931507
(552122) 2013 TX46,13.93,5.1815361,0.1661174,9.89854,22.95573,255.76861,17.19422,0.08356344,2023.150684931507
(552127) 2013 TU55,14.05,5.1595083,0.0488531,25.52988,218.1772,55.4862,33.82816,0.08409915,2023.150684931507
(552177) 2013 TL143,13.6,5.1006996,0.0825803,10.60433,37.94836,344.34765,272.90352,0.08555777,2023.150684931507
(552226) 2013 UB34,14.28,5.2008675,0.0543212,28.10897,213.22106,158.99688,314.56776,0.08309797,2023.150684931507
(552354) 2013 WR123,14.82,5.243585,0.0639055,7.56412,117.13594,22.38344,178.24521,0.08208458,2023.150684931507
(553392) 2011 MS14,14.22,5.1861797,0.1586184,12.43591,236.38033,99.18047,336.74369,0.08345123,2023.150684931507
(553393) 2011 NR4,14.55,5.1031111,0.0707865,11.4298,153.55038,213.12368,299.38076,0.08549713,2023.150684931507
(553402) 2011 OO26,14.21,5.1259423,0.0298332,12.38329,122.30497,232.93468,311.0374,0.08492655,2023.150684931507
(553408) 2011 OH40,14.38,5.2064444,0.081996,7.49679,123.43786,202.07041,336.4812,0.08296449,2023.150684931507
(553421) 2011 OJ63,14.56,5.2593271,0.0250389,27.85915,125.81133,273.7624,254.34027,0.08171632,2023.150684931507
(553424) 2011 OZ69,14.61,5.2352338,0.1321911,7.73133,181.45168,154.7629,339.32066,0.08228107,2023.150684931507
(553428) 2011 PA1,13.39,5.245887,0.0467753,22.51224,144.80478,148.23487,357.52601,0.08203056,2023.150684931507
(553435) 2011 PV15,14.72,5.2491591,0.0923015,20.95127,170.96219,134.35682,355.13834,0.08195387,2023.150684931507
(553437) 2011 QO3,12.98,5.2056381,0.1210427,9.86599,265.82625,42.55196,357.64766,0.08298376,2023.150684931507
(553813) 2011 WT175,13.82,5.21823,0.178217,24.73147,86.1848,31.5338,326.28153,0.08268358,2023.150684931507
(554123) 2012 MN6,14.31,5.2094981,0.0766451,26.84565,231.28296,100.43915,328.10003,0.08289155,2023.150684931507
(554166) 2012 QD23,13.79,5.1464103,0.0790088,18.11555,181.25861,151.05014,340.69708,0.08442041,2023.150684931507
(554167) 2012 QS25,14.09,5.2846565,0.0283298,15.08453,183.6393,138.97329,343.87812,0.08112952,2023.150684931507
(554176) 2012 QF40,13.05,5.2409564,0.0548443,23.29522,173.16464,318.49262,167.62303,0.08214635,2023.150684931507
(554191) 2012 QD64,14.58,5.1806413,0.0595539,7.89973,351.81672,345.28406,311.33536,0.08358509,2023.150684931507
(554194) 2012 QN65,14.49,5.1387716,0.1026565,6.21683,143.12214,165.45813,2.72013,0.08460872,2023.150684931507
(554207) 2012 RB27,13.67,5.1262277,0.0782779,29.66159,192.62158,134.91477,354.35339,0.08491946,2023.150684931507
(554228) 2012 SN6,13.23,5.1325424,0.0827853,26.37728,242.92226,89.68332,343.6381,0.08476279,2023.150684931507
(554234) 2012 SK17,13.98,5.2072161,0.1336213,25.14021,192.73961,122.66506,358.25053,0.08294604,2023.150684931507
(554281) 2012 TF,14.26,5.1740679,0.1151425,6.05517,157.16159,146.78964,7.06703,0.08374442,2023.150684931507
(554292) 2012 TC24,14.32,5.2584155,0.0540762,32.60759,204.04365,62.93729,46.36666,0.08173757,2023.150684931507
(554630) 2012 VR40,14.76,5.326203,0.056396,0.91566,44.50896,263.94428,25.15491,0.08018211,2023.150684931507
(554839) 2013 CW139,14.29,5.1688519,0.0194035,8.4618,99.54816,49.57078,304.72419,0.08387122,2023.150684931507
(554895) 2013 EQ140,14.69,5.1271393,0.0494016,7.31479,114.74262,8.88771,315.56469,0.08489681,2023.150684931507
(554903) 2013 EW174,14.75,5.2063327,0.0465902,0.74949,104.74634,348.44825,8.33319,0.08296715,2023.150684931507
(555034) 2013 OT11,14.13,5.2513371,0.0619321,27.02953,197.0673,83.01897,26.36501,0.08190289,2023.150684931507
(555159) 2013 RZ109,14.57,5.1944591,0.036906,2.06045,263.43374,82.99788,294.57054,0.08325179,2023.150684931507
(555168) 2013 RZ136,14.39,5.1517366,0.1006198,16.13186,68.48649,250.40707,334.49017,0.08428952,2023.150684931507
(555173) 2013 SJ5,13.68,5.2691158,0.0647665,11.65699,225.65238,120.26229,325.65914,0.08148871,2023.150684931507
(555272) 2013 TU200,14.49,5.2831443,0.0513975,17.09828,203.15974,109.20539,345.3987,0.08116436,2023.150684931507
(555276) 2013 TV213,14.67,5.2413101,0.0340171,3.74177,165.82843,192.02029,299.15252,0.08213803,2023.150684931507
(555843) 2014 EU243,14.42,5.1875658,0.0804191,32.17983,176.41893,226.81522,29.03866,0.08341778,2023.150684931507
(557082) 2014 SO349,14.68,5.1671385,0.0095606,29.54884,89.86507,171.95742,42.04898,0.08391294,2023.150684931507
(557111) 2014 SE378,13.62,5.3081889,0.0593641,29.13388,139.0199,165.42241,356.20723,0.08059062,2023.150684931507
(557165) 2014 TT44,13.68,5.1494553,0.0343621,25.05375,38.80836,329.424,284.56367,0.08434554,2023.150684931507
(557182) 2014 TG57,14.0,5.0909858,0.0721558,27.17181,222.42195,127.19793,321.88783,0.08580276,2023.150684931507
(557191) 2014 TQ66,13.73,5.2001534,0.0479393,14.27022,228.67467,117.19913,305.63924,0.08311508,2023.150684931507
(557202) 2014 TX75,14.46,5.1814032,0.0151279,22.76792,207.88841,167.56894,261.53168,0.08356665,2023.150684931507
(557257) 2014 UA22,14.07,5.1257525,0.0818358,7.93314,102.92189,258.37173,311.63823,0.08493127,2023.150684931507
(557260) 2014 UQ27,13.88,5.3035399,0.0554864,23.34609,225.08701,89.92561,344.72158,0.08069661,2023.150684931507
(557334) 2014 US97,14.36,5.1165335,0.0756145,19.2517,66.24072,271.58087,320.60765,0.08516092,2023.150684931507
(557546) 2014 WU4,14.4,5.2606316,0.0295184,22.13623,226.15358,26.77488,48.6607,0.08168593,2023.150684931507
(557548) 2014 WN6,13.5,5.2905031,0.0176039,24.57585,220.74215,38.60846,35.63554,0.08099508,2023.150684931507
(557596) 2014 WK53,14.26,5.1791977,0.1206469,7.86982,73.86787,266.88739,325.30851,0.08362003,2023.150684931507
(557679) 2014 WZ119,12.76,5.1799346,0.046823,32.42741,86.50652,269.56143,308.98406,0.08360219,2023.150684931507
(557681) 2014 WD124,13.65,5.1417677,0.0789153,17.00078,257.25334,80.55235,338.34341,0.08453477,2023.150684931507
(557757) 2014 WD211,13.73,5.2349152,0.1023255,23.22804,242.27488,70.29969,356.76269,0.08228859,2023.150684931507
(557761) 2014 WB214,13.99,5.2046586,0.0609824,12.75354,78.44697,341.02313,233.44829,0.08300719,2023.150684931507
(557920) 2014 WY383,14.32,5.2017497,0.0797498,18.14567,55.58753,253.59701,354.66533,0.08307683,2023.150684931507
(558009) 2014 WO471,14.54,5.1439284,0.0753269,17.62308,242.7902,56.41194,14.6404,0.08448152,2023.150684931507
(558011) 2014 WC472,13.92,5.208954,0.0966156,10.07247,122.69998,271.81849,275.55526,0.08290453,2023.150684931507
(558012) 2014 WK472,14.29,5.2504897,0.0817374,9.25327,181.75904,169.1494,312.8113,0.08192272,2023.150684931507
(558091) 2014 WE535,13.67,5.3078421,0.0539702,24.5112,113.28198,226.4779,325.12512,0.08059852,2023.150684931507
(558104) 2014 WL564,14.46,5.1630179,0.0738761,32.45625,118.50557,179.00723,13.55081,0.08401341,2023.150684931507
(558121) 2014 WC574,14.09,5.2970969,0.0493296,27.6991,140.16863,181.63065,358.15053,0.08084389,2023.150684931507
(558167) 2014 XK40,14.33,5.1999661,0.1750183,4.36976,83.58988,292.33278,292.67367,0.08311957,2023.150684931507
(558171) 2014 XQ44,13.99,5.1447456,0.0976891,30.55122,74.48372,223.11895,27.78137,0.08446139,2023.150684931507
(558174) 2014 XB50,14.08,5.1626103,0.0374761,30.53034,110.34454,223.92893,327.42631,0.08402336,2023.150684931507
(558175) 2014 XL50,14.46,5.2522901,0.0376514,28.43235,98.30831,254.75605,301.05506,0.0818806,2023.150684931507
(558261) 2015 AJ5,14.36,5.1303515,0.0529388,32.04995,84.86496,267.03134,315.71307,0.08481709,2023.150684931507
(558310) 2015 AT47,13.91,5.2478639,0.053841,30.12222,110.79613,243.63558,310.17639,0.08198421,2023.150684931507
(558364) 2015 AK95,14.41,5.2581489,0.0397515,30.86743,128.24192,229.83041,318.01994,0.08174379,2023.150684931507
(558514) 2015 AW254,13.49,5.2796278,0.0785397,25.44787,102.0422,240.53561,316.63945,0.08124546,2023.150684931507
(558736) 2015 BN111,14.43,5.2162214,0.1270582,11.34365,109.78567,205.95088,2.19412,0.08273134,2023.150684931507
(559292) 2015 BU615,14.63,5.1455512,0.0672534,17.0645,256.79226,102.67629,82.98452,0.08444155,2023.150684931507
(559663) 2015 DP134,14.06,5.2057665,0.0637457,15.21897,90.56881,283.86519,55.08725,0.08298069,2023.150684931507
(560187) 2015 FD145,14.52,5.1356905,0.0736148,8.07154,38.31327,3.88737,35.16939,0.08468487,2023.150684931507
(560470) 2015 FM393,13.56,5.3370029,0.068739,22.44288,65.69289,355.56111,17.16272,0.07993885,2023.150684931507
(560713) 2015 HB217,14.38,5.350573,0.0329488,12.11603,87.48323,349.03152,359.37637,0.07963494,2023.150684931507
(560802) 2015 KS149,14.27,5.2001064,0.1443456,12.96861,67.39068,129.09337,252.51655,0.08311621,2023.150684931507
(562168) 2015 XQ260,14.62,5.2451019,0.0577748,4.03602,229.44265,107.04971,313.96648,0.08204898,2023.150684931507
(562557) 2016 AM67,13.73,5.2227702,0.1521601,20.65793,115.89052,225.98664,330.49621,0.08257578,2023.150684931507
(562585) 2016 AG88,13.89,5.1694094,0.0700021,12.48093,247.25274,111.94643,293.02055,0.08385765,2023.150684931507
(563348) 2016 CA165,14.47,5.2025948,0.0584037,8.01227,105.41222,222.57214,8.7306,0.08305659,2023.150684931507
(564961) 2016 YR5,14.4,5.2133554,0.0534862,27.85063,81.06812,302.25814,269.95564,0.08279957,2023.150684931507
(564967) 2016 YA18,14.48,5.1126058,0.0876591,31.33682,150.99395,163.41958,0.90072,0.08525907,2023.150684931507
(564968) 2016 YU18,14.52,5.1804263,0.0490334,36.27363,87.66867,250.62724,328.23615,0.08359029,2023.150684931507
(565050) 2017 BL34,13.5,5.1914688,0.053631,32.41999,129.48723,217.68312,327.75703,0.08332373,2023.150684931507
(565140) 2017 BA97,13.58,5.1455943,0.0219512,17.77057,105.07908,272.90403,283.46569,0.08444049,2023.150684931507
(565143) 2017 BT97,13.58,5.2532511,0.0816541,13.37729,133.20703,166.69079,6.44666,0.08185813,2023.150684931507
(565147) 2017 BB99,14.22,5.2586391,0.0458134,20.66102,126.89597,230.28751,306.10308,0.08173236,2023.150684931507
(565195) 2017 BB155,14.52,5.1302279,0.0592084,32.93963,116.84492,190.34593,353.54023,0.08482016,2023.150684931507
(565196) 2017 BN156,14.23,5.1947925,0.0668683,32.8589,151.72598,132.49889,22.91152,0.08324378,2023.150684931507
(565197) 2017 BM159,14.13,5.2832914,0.0985991,9.85755,102.36505,239.18718,320.80457,0.08116097,2023.150684931507
(565270) 2017 DR6,13.64,5.1971719,0.0382985,22.93726,56.85507,297.47442,305.63893,0.08318661,2023.150684931507
(565355) 2017 DP52,13.99,5.265599,0.0584377,27.51207,139.05474,196.62855,339.15844,0.08157036,2023.150684931507
(567066) 2019 DG,14.16,5.1880532,0.0423366,17.52036,132.42461,143.71527,12.04352,0.08340603,2023.150684931507
(567067) 2019 GA2,13.75,5.3041925,0.0402013,25.73312,109.90259,203.84119,348.09775,0.08068172,2023.150684931507
(567068) 2019 GX12,14.47,5.2141338,0.073395,27.85696,198.81649,134.35779,333.92557,0.08278103,2023.150684931507
(567069) 2019 GF13,14.29,5.1850611,0.028929,17.69614,203.40067,212.75418,249.79005,0.08347823,2023.150684931507
(567071) 2019 GJ48,13.9,5.1944462,0.0938657,23.37703,218.15597,98.85094,1.48518,0.0832521,2023.150684931507
(567073) 2019 KX4,13.65,5.1729489,0.0602791,26.87015,197.378,208.61592,29.35567,0.0837716,2023.150684931507
(567074) 2019 KH5,13.64,5.2551568,0.076048,28.6134,132.01982,196.48652,320.91768,0.08181361,2023.150684931507
(567075) 2019 LD,14.37,5.2150822,0.2001717,20.2051,70.02721,181.62202,53.22296,0.08275845,2023.150684931507
(567076) 2019 LE,14.43,5.1754921,0.079482,30.65992,135.28487,122.91059,48.60451,0.08370986,2023.150684931507
(567078) 2019 LV2,14.31,5.1771418,0.0227893,30.97989,207.99034,66.3656,30.49238,0.08366985,2023.150684931507
(567080) 2019 NW,14.03,5.1986175,0.0605009,25.43734,130.80914,224.33737,322.43187,0.08315192,2023.150684931507
(567119) 2020 FE5,14.53,5.1499252,0.0448731,23.53101,107.6213,219.80185,315.66407,0.084334,2023.150684931507
(567120) 2020 HE37,14.57,5.1710685,0.1349653,26.38846,121.34322,170.23694,24.64402,0.08381729,2023.150684931507
(567121) 2020 HK37,14.82,5.2506341,0.0935892,22.33226,149.06484,150.39242,9.65158,0.08191934,2023.150684931507
(567218) 2000 SS378,14.5,5.2655975,0.050957,3.34641,184.31195,141.04819,346.61982,0.0815704,2023.150684931507
(567247) 2000 TT74,14.24,5.3352535,0.0979463,10.60221,53.28587,251.07584,6.11839,0.07997817,2023.150684931507
(567329) 2001 BY84,14.01,5.1515345,0.132543,19.5689,313.8385,105.06373,19.03522,0.08429448,2023.150684931507
(567349) 2001 DW119,14.51,5.2304952,0.0573345,4.36409,213.48209,243.01834,1.53618,0.08239291,2023.150684931507
(567461) 2001 TR268,14.13,5.1841818,0.0410506,18.54654,180.88986,344.17551,142.39763,0.08349947,2023.150684931507
(567513) 2001 VL137,14.4,5.2623416,0.030912,6.4077,227.98655,315.01016,138.64292,0.08164612,2023.150684931507
(567530) 2001 WY106,14.22,5.2865924,0.0466264,4.48539,69.1315,213.85196,22.6402,0.08108496,2023.150684931507
(567889) 2002 VC91,13.62,5.1660194,0.0373535,16.17273,219.56821,322.96442,124.98264,0.08394021,2023.150684931507
(567906) 2002 XS124,14.49,5.1924194,0.0900492,10.89417,261.05478,52.77657,352.69292,0.08330085,2023.150684931507
(568425) 2003 WX214,14.43,5.1406358,0.0742271,2.59737,343.54886,314.97179,346.34666,0.0845627,2023.150684931507
(568445) 2003 YJ184,14.36,5.1255197,0.037784,7.83848,74.54914,298.72228,297.46644,0.08493706,2023.150684931507
(568480) 2004 DK70,14.46,5.1870477,0.0784437,2.27922,201.76214,97.33258,7.81527,0.08343028,2023.150684931507
(568909) 2004 XU70,13.65,5.0916927,0.0367375,12.74384,90.60299,211.46387,10.81071,0.08578489,2023.150684931507
(568949) 2005 BA31,14.71,5.2417818,0.0130635,6.90838,118.11404,71.50929,117.01001,0.08212694,2023.150684931507
(568961) 2005 BM50,14.12,5.1465917,0.0478275,10.68968,100.81772,270.19265,302.49998,0.08441595,2023.150684931507
(568972) 2005 BW54,14.02,5.1956872,0.0133604,29.96166,113.32969,231.34649,322.81125,0.08322227,2023.150684931507
(568974) 2005 BJ56,14.72,5.2131104,0.1640058,22.30083,121.80502,177.13276,17.13834,0.08280541,2023.150684931507
(568989) 2005 CT86,14.27,5.1864133,0.0336779,8.90441,338.33529,0.40366,321.85045,0.08344559,2023.150684931507
(569986) 2006 BV57,14.17,5.180831,0.0607486,6.26479,33.55088,271.63329,356.54386,0.08358049,2023.150684931507
(570018) 2006 BG203,14.52,5.2257386,0.045841,18.69798,139.65053,105.50949,58.97027,0.08250543,2023.150684931507
(570024) 2006 BF211,13.9,5.2264059,0.0449555,33.96181,157.77949,70.61893,96.01045,0.08248963,2023.150684931507
(570055) 2006 BP295,14.41,5.1097168,0.0527409,19.48542,153.73359,194.86987,330.10861,0.08533139,2023.150684931507
(570056) 2006 BN298,14.48,5.2385594,0.0358475,28.49435,158.53345,128.95749,19.32765,0.08220273,2023.150684931507
(570059) 2006 BF300,14.49,5.1640695,0.0335065,29.08029,146.79756,138.53286,32.7971,0.08398775,2023.150684931507
(570070) 2006 CM29,14.76,5.214175,0.138097,10.45532,156.8126,100.04173,61.0912,0.08278005,2023.150684931507
(570071) 2006 CC33,13.9,5.2054411,0.0404701,6.73405,281.52622,128.86182,246.84724,0.08298847,2023.150684931507
(570073) 2006 CB34,13.66,5.1179608,0.0528746,8.48407,288.85088,30.43706,342.31641,0.0851253,2023.150684931507
(570090) 2006 CG69,14.28,5.1376996,0.0516669,10.01948,323.04647,26.9192,307.84642,0.0846352,2023.150684931507
(570115) 2006 DL78,14.34,5.2660175,0.0271654,30.64283,162.29373,127.28442,25.01277,0.08156064,2023.150684931507
(570134) 2006 DN139,14.39,5.3230102,0.0645334,8.38246,131.08484,186.99902,356.97027,0.08025427,2023.150684931507
(570167) 2006 DE223,14.27,5.1907806,0.0604862,11.29799,354.26833,76.03712,263.11959,0.0833403,2023.150684931507
(570278) 2006 JL62,14.28,5.0607424,0.0339467,5.86488,139.98306,162.04427,20.24671,0.08657305,2023.150684931507
(570366) 2006 OS37,14.52,5.2838093,0.0377843,2.95529,282.07364,120.43772,39.72338,0.08114904,2023.150684931507
(571177) 2007 DF128,14.59,5.1973859,0.1043052,8.7247,152.5876,103.18783,53.7392,0.08318148,2023.150684931507
(571211) 2007 EM104,14.19,5.1068927,0.0876947,6.46088,164.79238,159.86364,355.73973,0.08540218,2023.150684931507
(571228) 2007 EV167,14.43,5.2624525,0.1022715,6.0266,180.61143,295.05444,184.76495,0.08164353,2023.150684931507
(571249) 2007 EP227,14.22,5.3106553,0.0177097,8.80334,190.37274,97.70262,21.80044,0.08053449,2023.150684931507
(571269) 2007 EH241,14.39,5.2317075,0.1087418,26.60987,185.33638,108.09996,24.3252,0.08236428,2023.150684931507
(571275) 2007 FT6,14.34,5.1799126,0.1248624,21.23635,359.53945,278.4944,45.55065,0.08360272,2023.150684931507
(571297) 2007 FA59,14.56,5.1805747,0.0197377,3.73123,168.36842,62.62209,63.36265,0.0835867,2023.150684931507
(572212) 2008 EA69,13.47,5.2899519,0.08122,16.70875,105.12274,171.27824,57.32818,0.08100773,2023.150684931507
(572218) 2008 EO85,13.78,5.206564,0.0306162,37.82503,96.64818,244.67978,340.82406,0.08296163,2023.150684931507
(572278) 2008 EG190,14.33,5.1998482,0.076748,6.08306,49.67239,233.60397,20.60448,0.0831224,2023.150684931507
(572282) 2008 EY190,14.6,5.1617485,0.1124609,14.7087,196.11169,86.02207,32.64357,0.08404441,2023.150684931507
(572316) 2008 FB120,14.66,5.0630015,0.0527344,6.49663,96.28274,266.68089,300.15019,0.08651511,2023.150684931507
(572320) 2008 FH132,14.7,5.1889012,0.0830799,17.02173,7.82332,189.93221,84.73266,0.08338558,2023.150684931507
(572326) 2008 FL145,14.21,5.2286777,0.0463719,4.86725,83.539,218.7986,1.05658,0.08243588,2023.150684931507
(572327) 2008 FP145,14.01,5.2284091,0.1298601,12.54939,96.28251,241.19508,343.06413,0.08244223,2023.150684931507
(572329) 2008 FJ146,14.65,5.1622142,0.0706727,3.35144,216.77466,30.34887,61.90479,0.08403303,2023.150684931507
(572350) 2008 GA60,14.33,5.2310549,0.114331,6.93382,47.43444,242.42426,30.22282,0.08237969,2023.150684931507
(572355) 2008 GY77,14.13,5.1920711,0.0352838,7.18263,100.18815,204.48919,10.0818,0.08330923,2023.150684931507
(572368) 2008 GV132,13.96,5.2191265,0.0782407,29.90281,72.28357,262.72682,349.65062,0.08266227,2023.150684931507
(572374) 2008 GR149,13.68,5.2517272,0.0766093,14.07517,100.91173,245.97932,330.1445,0.08189376,2023.150684931507
(572382) 2008 GH152,14.26,5.1197503,0.0806477,25.86682,221.12709,104.49634,6.56684,0.08508067,2023.150684931507
(572383) 2008 GO152,14.08,5.2411243,0.1036791,11.78845,73.60233,290.9214,310.58934,0.0821424,2023.150684931507
(572387) 2008 GU155,14.63,5.19574,0.1356224,10.24192,203.45322,94.55589,21.38645,0.08322101,2023.150684931507
(572399) 2008 GA163,13.96,5.1835419,0.0501919,15.84822,36.9728,165.41974,109.05321,0.08351494,2023.150684931507
(572401) 2008 GL163,14.15,5.1926084,0.0697042,29.09032,226.18105,126.94447,335.85031,0.0832963,2023.150684931507
(572402) 2008 GU163,14.68,5.2364305,0.090223,21.92412,204.35395,57.87608,51.80626,0.08225287,2023.150684931507
(572403) 2008 GG166,14.23,5.2577562,0.0704384,5.42584,99.9819,221.4715,343.5219,0.08175295,2023.150684931507
(572408) 2008 GD168,14.46,5.1998176,0.1155714,5.35882,10.44187,274.71302,16.41543,0.08312313,2023.150684931507
(572409) 2008 GR168,14.5,5.2592708,0.1083297,9.23831,104.11464,181.14449,30.90097,0.08171763,2023.150684931507
(572428) 2008 HL75,13.68,5.1620294,0.0517195,29.38038,230.80464,127.67724,334.38942,0.08403755,2023.150684931507
(572439) 2008 JK40,13.46,5.3116943,0.019505,20.16402,81.78252,241.79526,353.48152,0.08051086,2023.150684931507
(572455) 2008 JM47,14.37,5.2242135,0.0842983,17.68249,40.16037,296.41425,331.56382,0.08254156,2023.150684931507
(572472) 2008 KX24,14.28,5.2580208,0.0634771,16.77239,135.75521,53.86855,134.48345,0.08174677,2023.150684931507
(572474) 2008 KJ34,14.63,5.2406118,0.0089071,25.65825,200.43015,38.54319,82.68709,0.08215445,2023.150684931507
(572490) 2008 KH47,14.38,5.2880059,0.0290352,29.71661,211.37889,53.53948,56.43045,0.08105246,2023.150684931507
(572576) 2008 RR147,13.81,5.1847503,0.0502634,21.21542,24.7257,167.81008,263.68594,0.08348574,2023.150684931507
(572611) 2008 RK172,14.8,5.2565857,0.124558,3.00422,67.60612,296.00898,70.34826,0.08178025,2023.150684931507
(572622) 2008 SJ20,14.27,5.1746491,0.0389468,6.07783,225.92634,323.15864,265.31927,0.08373031,2023.150684931507
